ID_gene,S1_A_Ct_T1,S1_B_Ct_T1,S2_Ct_T1,S1_A_LI_T1,S1_B_LI_T1,S2_LI_T1
CpCp13_RS10350,0.705967,0.278301,0.160566,0,0.460066,0
CpCp13_RS10355,0.407417,1.032486,0.333588,0.219583,0.597389,0.710094
CpCp13_RS10360,2.134087,2.226931,1.310523,1.623808,2.27019,2.187964
CpCp13_RS10365,0.924771,0.540826,0.524209,0.613439,0.208612,0.247969
CpCp13_RS10370,0.291643,0.443454,0.338291,0.20958,0.427632,0.169437
CpCp13_RS10375,2.68895,0.454294,1.467786,2.576442,0.876171,2.082941
CpCp13_RS10380,0.346259,0.1755,0.243011,0.959767,1.740737,0.689716
CpCp13_RS10385,0.336961,0,0.206925,1.452881,0.823469,1.174591
CpCp13_RS10390,0.346068,0.57006,0.212517,0.932592,1.01487,1.206337
CpCp13_RS10395,0.271282,0.439994,0.266547,0.584846,1.697183,0.567387
CpCp13_RS10405,0.469627,0.238028,0.604253,3.471254,2.229776,2.572495
CpCp13_RS10410,0.113746,0.230606,0.325968,2.452197,1.667838,0.396499
CpCp13_RS10415,15.157904,8.684806,5.396133,2.841591,1.93268,2.297303
CpCp13_RS10420,0.74693,0.61519,1.337826,1.811561,1.460285,1.627298
CpCp13_RS10425,8.108555,5.137229,8.71393,26.221341,23.778918,10.599408
CpCp13_RS10430,1.920649,0.648981,0.524201,5.520862,3.75496,2.231689
CpCp13_RS10435,1.436405,1.383267,1.058499,1.238674,0.280824,0
CpCp13_RS10440,9.465412,8.126377,9.727245,17.907381,15.295223,7.407011
CpCp13_RS10445,5.21692,4.935787,5.003816,10.175803,7.139529,7.620517
CpCp13_RS10450,3.290673,2.660637,2.758514,3.040382,3.676241,1.638678
CpCp13_RS10455,2.173516,1.573766,2.161001,1.617714,2.149957,2.254916
CpCp13_RS10460,1.354897,1.225537,1.322714,1.123448,0.978051,0.653947
CpCp13_RS10465,0.48017,0.243372,0.655262,0.690118,0.469377,0.557931
CpCp13_RS10470,2.692797,3.119614,4.606517,6.219951,6.110633,3.017136
CpCp13_RS10475,17.898217,18.596836,17.585807,23.15161,13.12195,15.59756
CpCp13_RS10480,11.888443,8.399324,8.524721,14.445886,13.522894,8.790548
CpCp13_RS10485,1.723686,2.329712,1.803369,2.064457,1.310512,2.670438
CpCp13_RS10490,6.521706,5.29727,5.031822,6.849682,4.16835,4.663302
CpCp13_RS10495,6.957296,6.045039,4.771784,4.480204,5.387744,3.46457
CpCp13_RS10500,7.469305,4.510719,4.489239,10.963582,8.23352,4.43179
CpCp13_RS10505,15.571601,10.587357,10.300934,18.217955,16.335388,9.929276
CpCp13_RS10510,71.602629,101.616079,65.792914,61.746044,77.770308,49.918996
CpCp13_RS10515,177.394403,206.954239,166.143724,336.813082,447.81664,138.861517
CpCp13_RS10520,955.682123,801.538539,507.693924,1275.433137,1412.424545,832.837648
